# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.5136978845386266,3.134928698428826,-5.46042395464103,0,3.0,-0.06625154847982778,0.0,0.0,0.0
 0.08483304949653302,1.5244438681751882,3.133901468812657,-5.46042395464103,0.25449914848959904,3.0,-0.06625154847982778,0.0,-1.1720036697665646,0.0
 0.11955163184543985,1.5350387654239999,3.132881088285642,-5.501114260563041,0.3586548955363195,2.9999999999999996,-0.06823210888771639,0.0,-1.5677871028934602,0.0
 0.14590640143043132,1.5454838327254259,3.131867534860336,-5.542432928418119,0.4377192042912939,2.999999999999999,-0.07028187617473672,0.0,-1.909001563675407,0.0
 0.16788609535212157,1.5557803265198304,3.130860786549295,-5.584392198483733,0.5036582860563646,3.0,-0.07240352345886217,0.0,-2.224530027725975,0.0
 0.18704176168376999,1.5659295032475784,3.129860821365072,-5.627004553439584,0.5611252850513099,2.9999999999999987,-0.07459983176452695,0.0,-2.526437488627699,0.0
 0.20417187766463055,1.5759326193490333,3.128867617320222,-5.670282720638171,0.6125156329938916,3.0,-0.07687369238210696,0.0,-2.8212481297229903,0.0
 0.21975255383860826,1.5857909312645602,3.127881152427302,-5.714239674153825,0.6592576615158247,2.9999999999999982,-0.07922811310930988,0.0,-3.113028355027748,0.0
 0.23409516730382338,1.5955056954345226,3.126901404698865,-5.758888636556242,0.70228550191147,2.9999999999999982,-0.08166621978059194,0.0,-3.4045663562521473,0.0
 0.24741681798891568,1.6050781682992856,3.125928352147466,-5.804243080288451,0.7422504539667469,3.000000000000002,-0.08419126283094931,0.0,-3.6979149151005637,0.0
 0.2598761767126408,1.614509606299213,3.12496197278566,-5.8503167287455025,0.7796285301379223,3.0000000000000044,-0.08680662055295867,0.0,-3.9946732604489332,0.0
 0.271593487518262,1.6238012658746692,3.1240022446260025,-5.897123556905087,0.814780462554786,3.0,-0.08951580317966241,0.0,-4.296146677390588,0.0
 0.2826625310592792,1.6329544034660188,3.123049145681048,-5.944677791535719,0.8479875931778375,2.999999999999995,-0.09232245766637459,0.0,-4.6034430297113,0.0
 0.2931581794264675,1.6419702755136258,3.122102653963352,-5.992993910853953,0.8794745382794025,3.0000000000000107,-0.09523037202726563,0.0,-4.917534263043732,0.0
 0.3031413803949419,1.6508501384578547,3.121162747485468,-6.0420866436712775,0.9094241411848256,3.0,-0.09824347977553427,0.0,-5.239297288055819,0.0
 0.3126625664379173,1.6595952487390693,3.1202294042599514,-6.091970967885313,0.9379876993137518,2.9999999999999942,-0.10136586363889,0.0,-5.569542151131714,0.0
 0.3217640579126769,1.668206862797635,3.119302602299358,-6.1426621082921535,0.9652921737380308,3.000000000000006,-0.10460176075830424,0.0,-5.909032053278173,0.0
 0.330481801352922,1.6766862370739146,3.118382319616242,-6.194175533712817,0.9914454040587659,2.999999999999994,-0.1079555663277609,0.0,-6.258497934935666,0.0
 0.33884665502842143,1.6850346280082737,3.117468534223158,-6.246526953166969,1.0165399650852642,3.0,-0.11143183764526533,0.0,-6.61864939096879,0.0
 0.3468853582365517,1.693253292041076,3.1165612241326617,-6.299732311259639,1.040656074709655,2.9999999999999862,-0.11503529860179465,0.0,-6.990182978087767,0.0
 0.3546212746559081,1.7013434856126861,3.1156603673573064,-6.353807782534134,1.063863823967724,2.999999999999993,-0.11877084197512708,0.0,-7.373788658840354,0.0
 0.3620749710762702,1.709306465163468,3.1147659419096487,-6.408769764665039,1.0862249132288104,3.000000000000015,-0.12264353490245944,0.0,-7.7701549110577215,0.0
 0.36926467405870655,1.7171434871337863,3.113877925802243,-6.464634870603064,1.1077940221761196,3.0,-0.12665861985632884,0.0,-8.179972781113053,0.0
 0.37620663464927956,1.7248558079640048,3.1129962970476432,-6.52141991928151,1.1286199039478386,3.000000000000008,-0.13082151873684916,0.0,-8.60393918064025,0.0
 0.38291542285194863,1.732444684094489,3.112121033658406,-6.579141924953071,1.1487462685558458,3.0,-0.13513783510113608,0.0,-9.042759573983195,0.0
 0.38940416775274106,1.7399113719656014,3.1112521136470845,-6.637818085027847,1.168212503258223,2.999999999999966,-0.1396133547782308,0.0,-9.497150148802211,0.0
 0.39568475510063955,1.747257128017708,3.1103895150262346,-6.697465766093506,1.1870542653019183,2.9999999999999822,-0.14425404771301958,0.0,-9.967839624336378,0.0
 0.4017679912313213,1.7544832086911721,3.109533215808411,-6.758102488241111,1.2053039736939635,3.0,-0.14906606806777592,0.0,-10.455570679359697,0.0
 0.407663740103725,1.7615908704263585,3.1086831940061685,-6.8197459072842825,1.2229912203111748,3.0000000000000187,-0.15405575336695912,0.0,-10.96110110321685,0.0
 0.4133810386646279,1.7685813696636312,3.107839427632063,-6.882413794847616,1.2401431159938834,3.0,-0.15922962294097978,0.0,-11.485204673845635,0.0
 0.418928194599959,1.7754559628433548,3.107001894698647,-6.9461240161226305,1.2567845837998766,2.99999999999997,-0.1645943751809611,0.0,-12.028671758296277,0.0
 0.42431286966148996,1.7822159064058936,3.106170573218477,-7.01089450496287,1.2729386089844694,3.0,-0.17015688291993158,0.0,-12.592309708097169,0.0
 0.42954215109602095,1.7888624567916112,3.1053454412041077,-7.076743236337287,1.2886264532880622,2.999999999999968,-0.1759241883192745,0.0,-13.17694297234376,0.0
